sample_id,scenario_type,human_has_risk,human_values,claude-sonnet-4-5_has_risk,claude-sonnet-4-5_values,claude-sonnet-4-5_risk_match,claude-sonnet-4-5_value_jaccard,deepseek-chat_has_risk,deepseek-chat_values,deepseek-chat_risk_match,deepseek-chat_value_jaccard,gemini-2.5-flash_has_risk,gemini-2.5-flash_values,gemini-2.5-flash_risk_match,gemini-2.5-flash_value_jaccard,grok-4_has_risk,grok-4_values,grok-4_risk_match,grok-4_value_jaccard,o4-mini_has_risk,o4-mini_values,o4-mini_risk_match,o4-mini_value_jaccard,qwen-plus_has_risk,qwen-plus_values,qwen-plus_risk_match,qwen-plus_value_jaccard
issue_223895877,text,True,SV8,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV2; HV5; SV2; SV3; SV5; SV8,MATCH,0.1667,True,HV2; SV2; SV5; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,SV3; SV5; SV8,MATCH,0.3333,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000
issue_224697008,text,True,HV2,True,HV2; SV2; SV3; SV8,MATCH,0.2500,True,HV2; HV5; SV2; SV3; SV8,MATCH,0.2000,True,HV1; HV2; HV6; SV2; SV3; SV8,MATCH,0.1667,True,HV2; HV4; HV6; SV2; SV3; SV8,MATCH,0.1667,True,HV4; HV6; SV2; SV3; SV8,MATCH,0.0000,True,HV4; HV6; SV2; SV3; SV8,MATCH,0.0000
issue_224976678,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_225545651,text,False,,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV10; SV2; SV3; SV5,MISMATCH,0.0000
issue_22563297,text,True,HV5; SV10,True,HV9; SV1; SV2; SV5; SV8,MATCH,0.0000,True,HV2; HV6; HV9; SV10; SV2; SV5; SV8,MATCH,0.1250,True,HV2; HV6; HV9; SV2; SV5; SV8,MATCH,0.0000,True,HV9; SV1; SV10; SV2; SV5; SV7,MATCH,0.1429,True,HV6; SV2; SV4; SV5; SV8,MATCH,0.0000,True,HV10; HV9; SV1; SV10; SV2; SV5,MATCH,0.1429
issue_226123000,text,True,HV6,True,HV2; HV6; SV1; SV2; SV8,MATCH,0.2000,True,HV1; HV6; SV2; SV8,MATCH,0.2500,True,HV1; HV2; HV6; SV1; SV2; SV5; SV8,MATCH,0.1429,True,HV6; SV2; SV8,MATCH,0.3333,True,HV6; SV2; SV3; SV8,MATCH,0.2500,True,HV1; HV6; SV2; SV8,MATCH,0.2500
issue_226130523,text,False,,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV2; SV4; SV5,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_226683993,text,False,,True,HV10; SV2; SV5,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5,MISMATCH,0.0000,True,HV1; HV10; SV1; SV2; SV5,MISMATCH,0.0000,True,HV10; SV2; SV5,MISMATCH,0.0000,True,SV2; SV3; SV5,MISMATCH,0.0000,True,HV1; HV10; SV10; SV2; SV5,MISMATCH,0.0000
issue_227472107,text,False,,True,HV1; SV2; SV5,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV1; SV2; SV5,MISMATCH,0.0000,True,HV1; SV2; SV5; SV6,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV1; SV2; SV5,MISMATCH,0.0000
issue_227816378,text,True,HV2,False,,MISMATCH,0.0000,True,HV2; HV6; SV7; SV8,MATCH,0.2500,True,HV2; HV6; SV7; SV8; SV9,MATCH,0.2000,True,HV2; HV6; SV7; SV8; SV9,MATCH,0.2000,True,HV2; HV6; SV7; SV8,MATCH,0.2500,False,,MISMATCH,0.0000
issue_228044781,text,False,,True,HV6; HV7; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV8,MISMATCH,0.0000,True,HV6; SV2; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV8,MISMATCH,0.0000
issue_228106169,text,False,,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV1; HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000
issue_229825697,text,False,,True,HV6; SV3; SV5; SV8,MISMATCH,0.0000,True,HV4; HV6; SV3; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV3; SV8,MISMATCH,0.0000,True,HV4; HV6; SV3; SV8,MISMATCH,0.0000
issue_229998344,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV5; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV5; SV8,MISMATCH,0.0000,True,HV10; HV5; SV2; SV5; SV8,MISMATCH,0.0000
issue_230597371,text,True,HV7; HV9,True,HV1; HV6; HV7; HV9; SV1; SV10,MATCH,0.3333,True,HV4; HV6; HV7; HV9; SV1; SV8,MATCH,0.3333,True,HV1; HV4; HV6; HV7; HV9; SV1; SV5,MATCH,0.2857,True,HV4; HV6; HV7; HV9; SV1; SV8,MATCH,0.3333,True,HV4; HV6; HV7; HV9; SV1; SV10,MATCH,0.3333,True,HV6; HV7; HV9; SV1; SV10,MATCH,0.4000
issue_230978633,text,False,,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_231199744,text,True,HV7; HV9; SV1; SV3,True,HV6; HV9; SV3; SV8,MATCH,0.3333,True,HV10; HV6; HV9; SV6; SV8,MATCH,0.1250,True,HV10; HV6; HV9; SV1; SV3; SV8,MATCH,0.4286,True,HV10; HV9; SV3; SV8,MATCH,0.3333,True,HV10; HV6; HV7; HV9; SV3; SV8,MATCH,0.4286,True,HV10; HV6; HV9; SV1; SV8,MATCH,0.2857
issue_231395956,text,False,,True,SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV8,MISMATCH,0.0000,True,SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV8,MISMATCH,0.0000
issue_231396661,text,False,,True,SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV5; SV2; SV3; SV5,MISMATCH,0.0000,True,HV2; HV6; SV1; SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_231486581,text,False,,True,SV1; SV2; SV5,MISMATCH,0.0000,True,HV1; SV2; SV5; SV6,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,HV2; SV2; SV5,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000,True,SV1; SV2; SV5,MISMATCH,0.0000
issue_231619494,text,True,SV5,True,SV2; SV5; SV8,MATCH,0.3333,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; SV1; SV2; SV5; SV8,MATCH,0.2000,True,HV2; SV2; SV3; SV5,MATCH,0.2500,True,SV1; SV3; SV5,MATCH,0.3333,True,HV9; SV1; SV2; SV3; SV5,MATCH,0.2000
issue_232099969,text,False,,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV3; HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; HV6; SV1; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000
issue_232443905,text,True,HV1; HV9; SV8,True,HV9; SV1; SV6; SV8; SV9,MATCH,0.3333,True,HV1; HV9; SV2; SV6; SV8,MATCH,0.6000,True,HV6; HV9; SV1; SV2; SV8,MATCH,0.3333,True,HV9; SV2; SV3; SV8,MATCH,0.4000,True,HV9; SV1; SV2; SV8,MATCH,0.4000,True,HV1; HV9; SV1; SV2; SV8,MATCH,0.6000
issue_232532573,text,False,,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV4; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV4; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000
issue_233572754,text,True,SV3,True,HV2; SV3; SV5; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV5,MATCH,0.2500,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,SV2; SV3; SV5,MATCH,0.3333,True,SV3; SV5; SV8,MATCH,0.3333,True,SV2; SV3; SV5,MATCH,0.3333
issue_233798578,text,True,HV2,True,HV2; SV6; SV8,MATCH,0.3333,True,HV1; HV2; SV8,MATCH,0.3333,True,HV2; SV8,MATCH,0.5000,True,HV2; SV8,MATCH,0.5000,True,HV1; HV2; SV6; SV8,MATCH,0.2500,False,,MISMATCH,0.0000
issue_233870453,text,False,,True,HV4; SV10; SV3; SV6; SV8,MISMATCH,0.0000,True,HV2; HV4; HV6; SV3; SV8,MISMATCH,0.0000,True,HV4; HV6; SV10; SV3; SV6; SV8,MISMATCH,0.0000,True,HV4; HV6; SV10; SV3; SV8,MISMATCH,0.0000,True,HV6; SV3; SV8,MISMATCH,0.0000,True,HV6; SV10; SV3; SV8,MISMATCH,0.0000
issue_233900100,text,True,SV3,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; HV4; HV6; SV2; SV5; SV8,MATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; SV3; SV5; SV8,MATCH,0.2500,True,HV2; HV4; SV3; SV5; SV8,MATCH,0.2000
issue_233925938,text,False,,True,HV2; SV2; SV6; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; HV4; SV1; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV6; SV8,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000
issue_234191941,text,False,,True,HV4; SV4; SV6; SV8,MISMATCH,0.0000,True,HV4; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV7; SV2; SV6; SV8,MISMATCH,0.0000,True,HV4; SV3; SV6; SV8,MISMATCH,0.0000,False,,MATCH,1.0000
issue_234695102,text,False,,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV3; HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV2; HV4; SV1; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV9,MISMATCH,0.0000
issue_235203193,text,True,SV6,True,SV5; SV6; SV8,MATCH,0.3333,True,HV8; SV5; SV6; SV8,MATCH,0.2500,True,HV8; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV8; SV5; SV6,MATCH,0.3333,True,HV10; SV6; SV8,MATCH,0.3333,True,HV1; SV2; SV5; SV8,MATCH,0.0000
issue_235510504,text,False,,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV4; SV2; SV8,MISMATCH,0.0000,True,HV1; HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; SV2; SV8; SV9,MISMATCH,0.0000,True,HV4; HV7; SV8,MISMATCH,0.0000,True,HV4; SV8; SV9,MISMATCH,0.0000
issue_235861609,text,False,,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_235882810,text,True,SV8,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,HV2; SV1; SV2; SV3; SV5; SV8,MATCH,0.1667,True,HV2; SV2; SV3; SV5; SV8,MATCH,0.2000,True,SV2; SV6; SV8,MATCH,0.3333,True,SV2; SV3; SV5; SV8,MATCH,0.2500
issue_235974874,text,False,,True,HV9; SV1; SV2; SV8,MISMATCH,0.0000,True,HV2; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV6; SV1; SV2; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV8,MISMATCH,0.0000,True,HV9; SV1; SV5; SV8,MISMATCH,0.0000
issue_236199582,text,True,SV6,True,HV2; SV2; SV5; SV6; SV8,MATCH,0.2000,True,HV2; HV6; HV9; SV2; SV5; SV6; SV8,MATCH,0.1429,True,HV1; HV10; HV2; HV6; HV9; SV1; SV2; SV3; SV5; SV6; SV7; SV8,MATCH,0.0833,True,HV2; HV6; HV9; SV2; SV5; SV8,MATCH,0.0000,True,HV6; HV7; SV5; SV6; SV8,MATCH,0.2000,True,HV6; HV7; SV1; SV5; SV8,MATCH,0.0000
issue_236309048,text,True,SV8,True,HV2; SV2; SV3; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV8,MATCH,0.2500,True,HV2; SV2; SV3; SV6; SV8,MATCH,0.2000,True,HV2; SV3; SV8,MATCH,0.3333,True,HV2; SV3; SV8,MATCH,0.3333,True,SV2; SV3; SV8,MATCH,0.3333
issue_236420858,text,True,HV4,True,HV4; SV2; SV8; SV9,MATCH,0.2500,True,HV3; HV4; SV2; SV3; SV8,MATCH,0.2000,True,HV4; SV1; SV2; SV8; SV9,MATCH,0.2000,True,HV4; SV2; SV8; SV9,MATCH,0.2500,True,HV4; SV8,MATCH,0.5000,True,HV3; HV4; SV2; SV9,MATCH,0.2500
issue_236662321,text,True,HV10,True,HV1; HV10; SV1; SV10,MATCH,0.2500,True,HV1; HV10; SV2; SV5,MATCH,0.2500,True,HV1; HV10; SV1,MATCH,0.3333,True,HV1; HV10; SV10; SV5,MATCH,0.2500,True,HV1; HV10; HV9; SV1,MATCH,0.2500,True,HV1; HV10; SV2; SV5,MATCH,0.2500
issue_237012861,text,True,SV6; SV8,True,HV6; HV9; SV6; SV8,MATCH,0.5000,True,HV2; HV6; HV9; SV2; SV8,MATCH,0.1667,True,HV6; HV9; SV2; SV6; SV8,MATCH,0.4000,True,HV9; SV2; SV6; SV8,MATCH,0.5000,True,HV9; SV2; SV8,MATCH,0.2500,True,HV6; HV9; SV2; SV8,MATCH,0.2000
issue_237276928,text,False,,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,SV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5,MISMATCH,0.0000,True,SV2; SV3; SV8,MISMATCH,0.0000,True,HV9; SV2; SV3; SV5,MISMATCH,0.0000
issue_237302714,text,False,,True,HV1; HV10; HV7; HV9; SV1,MISMATCH,0.0000,True,HV6; HV7; SV1; SV2,MISMATCH,0.0000,True,HV10; HV6; HV7; HV9; SV1,MISMATCH,0.0000,True,HV6; HV7; HV9; SV1; SV2,MISMATCH,0.0000,True,HV6; HV7; SV1,MISMATCH,0.0000,True,HV7; HV9; SV1; SV2,MISMATCH,0.0000
issue_237596533,text,False,,True,HV6; SV3; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000,True,HV6; SV2; SV3; SV8,MISMATCH,0.0000
issue_237663875,text,False,,True,HV10; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV10; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV10; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,SV1; SV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV1; HV10; SV2; SV5; SV8,MISMATCH,0.0000
issue_238671304,text,False,,False,,MATCH,1.0000,True,HV2; HV9; SV2; SV5; SV6,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV6,MISMATCH,0.0000,False,,MATCH,1.0000,True,HV9; SV2; SV5; SV8,MISMATCH,0.0000
issue_239560544,text,True,HV4,True,HV4; HV6; HV7; HV9; SV9,MATCH,0.2000,True,HV4; HV6; HV7; SV10; SV3,MATCH,0.2000,True,HV4; HV6; HV7; SV1; SV8,MATCH,0.2000,True,HV4; HV6; HV7; SV10; SV9,MATCH,0.2000,True,HV4; HV6; HV7; SV10; SV9,MATCH,0.2000,True,HV4; HV6; HV7; SV1; SV3,MATCH,0.2000
issue_239601281,text,False,,True,HV6; SV6; SV8,MISMATCH,0.0000,True,HV4; HV6; SV8,MISMATCH,0.0000,True,HV1; HV6; SV1; SV8,MISMATCH,0.0000,True,HV1; HV6; HV7; SV8,MISMATCH,0.0000,True,HV6; SV8,MISMATCH,0.0000,True,HV6; HV9; SV8,MISMATCH,0.0000
issue_239679387,text,False,,True,HV2; SV3; SV8; SV9,MISMATCH,0.0000,True,HV4; SV3; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8; SV9,MISMATCH,0.0000,True,HV4; SV3; SV8; SV9,MISMATCH,0.0000,True,SV3; SV8; SV9,MISMATCH,0.0000,True,HV4; SV3; SV8; SV9,MISMATCH,0.0000
issue_240439730,text,False,,True,SV2; SV3; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; HV9; SV5; SV6; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV6; SV2; SV3; SV5,MISMATCH,0.0000,True,HV4; HV6; SV3; SV5; SV8,MISMATCH,0.0000,True,HV6; HV7; SV2; SV5; SV8,MISMATCH,0.0000
issue_240452789,text,False,,True,HV2; HV8; SV1; SV2; SV5; SV8,MISMATCH,0.0000,True,HV2; HV9; SV2; SV5; SV6,MISMATCH,0.0000,True,SV1; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV6; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV1; HV6; SV2; SV5; SV8,MISMATCH,0.0000
issue_240683724,text,False,,True,HV1; SV10; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; HV9; SV2; SV3; SV8,MISMATCH,0.0000,True,HV1; SV1; SV10; SV2; SV5; SV8,MISMATCH,0.0000,True,HV9; SV3; SV5; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV9; SV1; SV2; SV3; SV5,MISMATCH,0.0000
issue_241245289,text,True,HV6; HV9; SV8,True,HV4; HV6; SV6; SV8,MATCH,0.4000,True,HV6; HV9; SV1; SV8,MATCH,0.7500,True,HV2; HV4; HV6; HV9; SV6; SV8,MATCH,0.5000,True,HV2; HV4; HV6; SV8,MATCH,0.4000,True,HV10; HV4; SV1; SV5; SV8,MATCH,0.1429,True,HV6; HV9; SV1; SV8,MATCH,0.7500
issue_241632591,text,False,,True,SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; SV5; SV6; SV8,MISMATCH,0.0000,True,SV2; SV5; SV8,MISMATCH,0.0000,True,SV5; SV6; SV7; SV8,MISMATCH,0.0000,True,HV2; SV6; SV8,MISMATCH,0.0000,True,HV1; SV2; SV5; SV8,MISMATCH,0.0000
issue_241838792,text,True,SV6,True,HV2; SV2; SV5; SV6,MATCH,0.2500,True,HV2; SV2; SV6; SV8,MATCH,0.2500,True,HV1; HV8; HV9; SV1; SV2; SV6; SV8,MATCH,0.1429,True,HV2; HV8; SV5; SV6,MATCH,0.2500,True,HV2; HV9; SV6; SV8,MATCH,0.2500,True,HV2; SV2; SV6; SV8,MATCH,0.2500
issue_242139774,text,True,HV1; HV7; HV9,True,HV4; HV9; SV1,MATCH,0.2000,True,HV4; HV6; HV9; SV1; SV2,MATCH,0.1429,True,HV9; SV1,MATCH,0.2500,True,HV4; HV9; SV1,MATCH,0.2000,True,HV4; HV9; SV1,MATCH,0.2000,True,HV1; HV9; SV1,MATCH,0.5000
issue_242360361,text,False,,True,HV5; SV2; SV6; SV8,MISMATCH,0.0000,True,HV5; HV9; SV2; SV5; SV8,MISMATCH,0.0000,True,HV10; HV6; HV9; SV2; SV5; SV6; SV8,MISMATCH,0.0000,True,HV2; HV5; SV2; SV5; SV8,MISMATCH,0.0000,True,HV6; HV9; SV1; SV2; SV8,MISMATCH,0.0000,True,HV3; HV9; SV2; SV5,MISMATCH,0.0000
issue_242378760,text,False,,True,HV4; SV3; SV8; SV9,MISMATCH,0.0000,True,HV1; HV2; SV3; SV8,MISMATCH,0.0000,True,HV2; HV4; HV6; SV3; SV4; SV6; SV8,MISMATCH,0.0000,True,HV4; SV3; SV8,MISMATCH,0.0000,True,HV6; SV3; SV4; SV6; SV8,MISMATCH,0.0000,True,HV6; SV3; SV4; SV5,MISMATCH,0.0000
issue_242587743,text,True,HV6; HV9,True,HV6; HV7; HV9; SV1,MATCH,0.5000,True,HV6; HV7; HV9; SV1,MATCH,0.5000,True,HV6; HV9; SV1,MATCH,0.6667,True,HV6; HV7; HV9,MATCH,0.6667,True,HV6; HV7; HV9; SV1,MATCH,0.5000,True,HV6; HV7; HV9; SV1,MATCH,0.5000
issue_242991931,text,False,,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV2; SV3; SV5; SV8,MISMATCH,0.0000
issue_242992914,text,False,,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV8,MISMATCH,0.0000,True,HV2; SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,SV2; SV3; SV5; SV8,MISMATCH,0.0000,True,HV4; SV3; SV5; SV8,MISMATCH,0.0000
issue_243124909,text,False,,False,,MATCH,1.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3; SV8,MISMATCH,0.0000,True,SV3; SV8,MISMATCH,0.0000,True,HV1; SV2; SV3; SV8,MISMATCH,0.0000
issue_243136496,text,False,,True,HV4; SV3; SV8; SV9,MISMATCH,0.0000,True,HV4; SV3; SV8,MISMATCH,0.0000,True,HV4; SV1; SV3; SV8,MISMATCH,0.0000,True,HV4; SV2; SV3,MISMATCH,0.0000,True,HV4; SV3; SV8,MISMATCH,0.0000,True,HV4; SV3; SV8,MISMATCH,0.0000
issue_243415376,text,True,HV7; SV8,True,HV10; HV4; HV9; SV1; SV6; SV8,MATCH,0.1429,True,HV2; HV6; HV9; SV1; SV5; SV8,MATCH,0.1429,True,HV2; HV4; HV6; HV7; HV8; HV9; SV1; SV10; SV2; SV6; SV7; SV8,MATCH,0.1667,True,HV2; HV6; HV9; SV10; SV3; SV8,MATCH,0.1429,True,HV4; HV6; HV9; SV2; SV3; SV8,MATCH,0.1429,True,HV2; HV4; HV9; SV2; SV8,MATCH,0.1667
issue_243418952,text,True,SV8,True,HV6; HV9; SV1; SV8,MATCH,0.2500,True,HV6; HV9; SV2; SV8,MATCH,0.2500,True,HV2; HV6; HV9; SV1; SV8,MATCH,0.2000,True,HV9; SV2; SV6; SV8,MATCH,0.2500,True,HV2; HV6; SV1; SV8,MATCH,0.2500,True,HV6; HV9; SV2; SV8,MATCH,0.2500
issue_243418982,text,True,SV8,True,HV4; SV2; SV8,MATCH,0.3333,True,HV4; HV9; SV8,MATCH,0.3333,True,HV9; SV8,MATCH,0.5000,True,HV4; HV9; SV8,MATCH,0.3333,True,HV4; HV9; SV8,MATCH,0.3333,True,HV4; HV9; SV8,MATCH,0.3333
issue_243494403,text,False,,True,HV3; SV10; SV2; SV8,MISMATCH,0.0000,True,HV3; HV5; SV1; SV5,MISMATCH,0.0000,True,HV1; HV3; SV1; SV2; SV6,MISMATCH,0.0000,True,HV3; HV5; SV1; SV10,MISMATCH,0.0000,True,SV10; SV6; SV8,MISMATCH,0.0000,True,HV1; SV1; SV10,MISMATCH,0.0000
issue_243824595,text,True,HV10; HV9; SV8,True,HV10; HV6; HV9; SV8,MATCH,0.7500,True,HV10; HV6; HV9; SV1; SV8,MATCH,0.6000,True,HV10; HV6; HV9; SV1; SV8,MATCH,0.6000,True,HV10; HV9; SV1; SV8,MATCH,0.7500,True,HV10; HV9; SV8,MATCH,1.0000,True,HV6; HV9; SV1; SV8,MATCH,0.4000
issue_244113248,text,False,,True,HV4; SV2; SV6; SV8,MISMATCH,0.0000,True,HV4; SV5; SV6; SV8,MISMATCH,0.0000,True,HV4; SV6; SV8,MISMATCH,0.0000,True,HV4; SV6,MISMATCH,0.0000,True,HV4; SV2; SV6; SV8,MISMATCH,0.0000,True,HV4; SV1; SV6; SV8,MISMATCH,0.0000
issue_244465766,text,False,,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000,True,SV1; SV2,MISMATCH,0.0000,True,HV9; SV1; SV2,MISMATCH,0.0000
